Ship,date,Latitude,Longitude,Temp (air),Temp (sea),mBar,Weather,Wind,Strength (Wind),Sea (Waves),Ice,Blue Whales,Finn Whales,Humpback Whale,Sperm Whales,Sei Whale,,,,,,,
Thorshøvdi,3/17/1955,-58.883,-12.217,0,0,962,eh,N,5,5,A,1,0,,0,0,,,,,,,
Thorshøvdi,3/18/1955,-58.750,-14.367,-1,0,970,elg,WSW,8,6,K,0,0,,0,0,,,,,,,
Thorshøvdi,3/19/1955,-59.167,-15.517,0,0,967,el,NNW,6,6,K,0,0,,0,0,,,,,,,
Thorshøvdi,11/20/1955,-54.650,9.000,-1.5,-1.5,1010,ei,NW,3,3,B,,,,3,,,,,,,,
Thorshøvdi,11/21/1955,-54.467,14.383,0,-1,996,ei,WNW,5,5,K,,,,0,,,,,,,,
Thorshøvdi,11/22/1955,-53.750,22.183,0,-1.5,993,elg,WNW,5,4,A,,,,3,,,,,,,,
Thorshøvdi,11/23/1955,-54.217,28.400,1,0,995,i,NNW,1,3,K,,,,0,,,,,,,,
Thorshøvdi,11/24/1955,-56.383,35.400,0,0,980,dlg,WNW,6,5,A,,,,0,,,,,,,,
Thorshøvdi,11/25/1955,-59.700,39.833,-1,-1,983,elg,W,5,4,K,,,,1,,,,,,,,
Thorshøvdi,11/26/1955,-62.050,46.917,-1,-1.5,971,elg,NE,5,2,A,,,,1,,,,,,,,
Thorshøvdi,11/27/1955,-62.333,52.467,-1.5,-1.5,1010,ei,NW,3,3,B,,,,24,,,,,,,,
Thorshøvdi,11/28/1955,-62.917,56.950,0,-1,996,ei,WNW,5,5,K,,,,2,,,,,,,,
Thorshøvdi,11/29/1955,-63.350,61.883,0,-1.5,993,elg,WNW,5,4,A,,,,27,,,,,,,,
Thorshøvdi,11/30/1955,-63.183,65.450,1,0,995,i,NNW,1,3,K,,,,7,,,,,,,,
Thorshøvdi,12/1/1955,-63.333,71.567,0,0,980,dlg,WNW,6,5,A,,,,0,,,,,,,,
Thorshøvdi,12/2/1955,-61.900,79.933,-1,-1,983,elg,W,5,4,K,,,,2,,,,,,,,
Thorshøvdi,12/3/1955,-60.250,87.783,-1,-1.5,971,elg,NE,5,2,A,,,,0,,,,,,,,
Thorshøvdi,12/4/1955,-60.833,91.367,0,-0.5,982,elg,NW,1,3,I,,,,0,,,,,,,,
Thorshøvdi,12/5/1955,-61.400,100.700,-1.5,-1.5,968,eli,NNE,2,2,I,,,,21,,,,,,,,
Thorshøvdi,12/6/1955,-62.033,103.717,-0.5,-2,964,elg,Silent,0,2,K,,,,11,,,,,,,,
Thorshøvdi,12/7/1955,-62.350,109.850,-1.5,-1,960,elg,SE,6,5,K,,,,0,,,,,,,,
Thorshøvdi,12/8/1955,-64.067,117.683,1,-0.5,976,eh,ENE,3,4,A,,,,12,,,,,,,,
Thorshøvdi,12/9/1955,-64.217,124.733,1,-1,985,e,NE,1,3,A,,,,44,,,,,,,,
Thorshøvdi,12/10/1955,-64.017,125.433,1,-0.5,981,d,ENE,1,2,A,,,,2,,,,,,,,
Thorshøvdi,12/11/1955,-64.383,132.067,4,-1,975,c,W,4,3,A,,,,68,,,,,,,,
Thorshøvdi,12/12/1955,-64.500,133.083,0,-1,986,eli,NNE,2,3,A,,,,8,,,,,,,,
Thorshøvdi,12/13/1955,-64.833,139.317,1,0,988,eih,N,2,3,K,,,,0,,,,,,,,
Thorshøvdi,12/14/1955,-64.567,148.700,0,-1,984,d,NNW,4,3,A,,,,6,,,,,,,,
Thorshøvdi,12/15/1955,-63.733,157.183,0,-1,984,d,WNW,3,3,K,,,,0,,,,,,,,
Thorshøvdi,12/16/1955,-64.667,157.983,0,-1,995,d,WSW,3,3,K,,,,13,,,,,,,,
Thorshøvdi,12/17/1955,-64.567,171.167,0,-1,1002,d,W,3,3,K,,,,32,,,,,,,,
Thorshøvdi,12/18/1955,-65.083,173.933,-0.5,-1,986,eil,NE,5,4,K,,,,2,,,,,,,,
Thorshøvdi,12/19/1955,-64.517,-178.417,1,0,982,e,NE,5,5,A,,,,0,,,,,,,,
Thorshøvdi,12/20/1955,-64.750,-179.483,1,0,981,e,SW,5,7,K,,,,0,,,,,,,,
Thorshøvdi,12/21/1955,-64.883,173.050,1,-1,1012,b,SW,2,3,I,,,,0,,,,,,,,
Thorshøvdi,12/22/1955,-64.950,169.217,0,-1,978,ei,W,6,6,A,,,,3,,,,,,,,
Thorshøvdi,12/23/1955,-64.083,161.000,-1,-1,992,eh,ES,3,3,K,,,,17,,,,,,,,
Thorshøvdi,12/24/1955,-63.783,156.117,1,-1,1001,c,WSW,4,4,K,,,,10,,,,,,,,
Thorshøvdi,12/25/1955,-63.567,153.767,0,0,1006,b,SW,5,5,K,,,,8,,,,,,,,
Thorshøvdi,12/26/1955,-63.733,145.817,0,0,1002,e,NE,5,4,A,,,,0,,,,,,,,
Thorshøvdi,12/27/1955,-64.367,137.317,1,-0.5,1001,e,ESE,5,5,A,,,,0,,,,,,,,
Thorshøvdi,12/28/1955,-65.217,132.550,-1,-1.5,998,eh,E,5,3,C (s),,,,0,,,,,,,,
Thorshøvdi,12/29/1955,-65.133,128.767,-1,-1.5,1002,e,ESE,3,3,C (s),,,,43,,,,,,,,
Thorshøvdi,12/30/1955,-64.433,124.350,-1,0,998,elg,E,2,3,A,,,,18,,,,,,,,
Thorshøvdi,12/31/1955,-63.600,122.700,1,0,991,eh,NW,4,3,A,,,,3,,,,,,,,
Thorshøvdi,1/1/1956,-62.717,119.167,1,0,1000,ehl,NNW,4,4,A,,,,0,,,,,,,,
Thorshøvdi,1/2/1956,-62.833,109.450,1,0,992,ei,S,2,4,K,,,,0,,,,,,,,
Thorshøvdi,1/3/1956,-61.517,101.900,1,0,997,ei,NNE,4,4,K,,,,0,,,,,,,,
Thorshøvdi,1/4/1956,-60.317,97.800,1,0,999,e,NNW,4,5,I,,,,0,,,,,,,,
Thorshøvdi,1/5/1956,-59.467,93.433,2,0,998,ei,ENE,3,4,A,,,,0,,,,,,,,
Thorshøvdi,1/6/1956,-60.550,85.850,1,1,983,d,W,3,3,K,,,,1,,,,,,,,
Thorshøvdi,1/7/1956,-61.333,84.617,2,0.5,988,d,N,4,3,I,,31,,0,,,,,,,,
Thorshøvdi,1/8/1956,-60.950,84.667,1,0.5,989,e,EN,5,4,K,,16,,0,,,,,,,,
Thorshøvdi,1/9/1956,-61.483,86.883,1,0,974,ei,E,3,3,K,,1,,0,,,,,,,,
Thorshøvdi,1/10/1956,-62.750,93.250,1,0,974,ei,E,4,4,K,,4,,43,,,,,,,,
Thorshøvdi,1/11/1956,-63.017,93.467,1,0,982,eh,NE,5,5,K,,5,,0,,,,,,,,
Thorshøvdi,1/12/1956,-63.650,97.833,0,0,1000,ei,E,3,3,K,,7,,0,,,,,,,,
Thorshøvdi,1/13/1956,-62.317,90.867,1,0,999,ei,E,2,3,K,,6,,0,,,,,,,,
Thorshøvdi,1/14/1956,-61.450,84.233,1,0,990,d,E,4,3,I,,14,,1,,,,,,,,
Thorshøvdi,1/15/1956,-62.667,79.533,-1,0,993,e,E,4,4,K,,27,,16,,,,,,,,
Thorshøvdi,1/16/1956,-62.533,78.317,1,0,988,eh,E,4,4,K,,4,,0,,,,,,,,
Thorshøvdi,1/17/1956,-64.083,71.033,0,0,986,e,SE,5,4,A,,36,,0,,,,,,,,
Thorshøvdi,1/18/1956,-63.967,68.000,0,0,992,e,Silent,0,3,K,,60,,0,,,,,,,,
Thorshøvdi,1/19/1956,-63.283,64.650,1,1,991,d,NE,2,3,K,,56,,0,,,,,,,,
Thorshøvdi,1/20/1956,-63.017,63.333,1,1,997,d,Silent,0,3,K,,46,,0,,,,,,,,
Thorshøvdi,1/21/1956,-63.317,62.783,2,1,979,eh,NE,4,4,A,,2,,0,,,,,,,,
Thorshøvdi,1/22/1956,-62.367,60.283,1,1,972,eh,E,3,4,A,,21,,0,,,,,,,,
Thorshøvdi,1/23/1956,-61.883,61.400,2,1,973,dh,S,2,3,A,,18,,0,,,,,,,,
Thorshøvdi,1/24/1956,-63.500,64.567,1,1,976,e,E,3,4,K,,36,,0,,,,,,,,
Thorshøvdi,1/25/1956,-64.383,68.033,0,0.5,978,d,SE,2,3,K,,19,,9,,,,,,,,
Thorshøvdi,1/26/1956,-64.383,72.567,0,0,981,elg,SE,2,3,K,,55,,0,,,,,,,,
Thorshøvdi,1/27/1956,-63.917,72.867,1,0,978,eh,SE,6,5,K,,8,,0,,,,,,,,
Thorshøvdi,1/28/1956,-64.000,75.550,1,0,987,e,E,1,3,K,,36,,0,,,,,,,,
Thorshøvdi,1/29/1956,-63.917,78.800,0,0,991,elg,Silent,0,2,K,,53,,0,,,,,,,,
Thorshøvdi,1/30/1956,-63.600,81.650,0,0,981,d,SW,3,2,K,,26,,0,,,,,,,,
Thorshøvdi,1/31/1956,-64.083,81.583,0,0,980,edg,W,4,4,K,,14,,0,,,,,,,,
Thorshøvdi,2/1/1956,-64.633,80.633,1,0,965,elg,WNW,3,3,K,5,24,42,0,,,,,,,,
Thorshøvdi,2/2/1956,-64.533,80.483,1,0,971,d,SW,1,4,H (s),7,8,43,0,,,,,,,,
Thorshøvdi,2/3/1956,-64.417,81.567,0,0,987,e,SSW,2,3,K,4,2,31,0,,,,,,,,
Thorshøvdi,2/4/1956,-63.600,84.283,0,0,996,d,SW,3,3,I,4,25,21,10,,,,,,,,
Thorshøvdi,2/5/1956,-60.833,85.267,0,1,988,e,N,3,3,I,0,9,,0,,,,,,,,
Thorshøvdi,2/6/1956,-63.083,84.683,0,1,970,edi,NW,2,4,K,0,10,,32,,,,,,,,
Thorshøvdi,2/7/1956,-62.883,82.917,1,1,973,eh,E,3,4,K,2,24,,0,,,,,,,,
Thorshøvdi,2/8/1956,-63.500,78.350,0,1,975,elg,SE,3,4,A,2,0,,1,,,,,,,,
Thorshøvdi,2/9/1956,-64.983,76.367,0,1,984,eh,SE,5,4,A,8,9,,0,,,,,,,,
Thorshøvdi,2/10/1956,-65.317,76.367,-1,0.5,974,elg,ESE,3,3,K,3,9,,0,,,,,,,,
Thorshøvdi,2/11/1956,-64.250,74.933,-0.5,0.5,976,elg,ESE,3,3,K,9,5,,12,,,,,,,,
Thorshøvdi,2/12/1956,-63.767,71.167,-0.5,1,981,elg,SSE,1,3,K,0,30,,2,,,,,,,,
Thorshøvdi,2/13/1956,-62.817,68.967,0,1,980,elg,SSW,2,3,K,0,11,,0,,,,,,,,
Thorshøvdi,2/14/1956,-63.950,62.617,0.5,1,986,elg,W,4,5,K,0,19,,0,,,,,,,,
Thorshøvdi,2/15/1956,-65.083,59.800,1,1,975,el,E,3,3,A,0,8,,0,,,,,,,,
Thorshøvdi,2/16/1956,-64.950,54.533,1,0,962,eli,ESE,8,6,A,0,0,,0,,,,,,,,
Thorshøvdi,2/17/1956,-65.633,47.967,0,0.5,974,e,E,5,5,A,0,42,,0,,,,,,,,
Thorshøvdi,2/18/1956,-66.400,47.567,0,0.5,988,d,WNW,1,3,K,1,29,,0,,,,,,,,
Thorshøvdi,2/19/1956,-65.867,46.567,0,-0.5,986,c,E,3,3,K,2,14,,0,,,,,,,,
Thorshøvdi,2/20/1956,-65.750,42.483,0,-0.5,971,el,E,8,6,A,0,15,,0,,,,,,,,
Thorshøvdi,2/21/1956,-67.700,40.550,1,-1,974,c,E,5,5,H (s),0,6,,0,,,,,,,,
Thorshøvdi,2/22/1956,-67.050,36.283,0,-1,979,d,ESE,3,4,K,0,3,,0,,,,,,,,
Thorshøvdi,2/23/1956,-67.450,29.183,1,0,984,b,SE,5,5,K,5,5,,0,,,,,,,,
Thorshøvdi,2/24/1956,-68.300,22.317,0,0,988,d,SE,1,3,A,6,25,,0,,,,,,,,
Thorshøvdi,2/25/1956,-68.583,22.567,-4,0,982,e,SW,1,2,K,2,10,,0,,,,,,,,
Thorshøvdi,2/26/1956,-68.017,25.550,0,0,988,e,ESE,1,2,K,1,14,,0,,,,,,,,
Thorshøvdi,2/27/1956,-66.667,30.733,1,0,994,e,Silent,0,3,K,10,37,,0,,,,,,,,
Thorshøvdi,2/28/1956,-66.667,30.733,3,0,996,c,N,1,2,A,3,55,,0,,,,,,,,
Thorshøvdi,2/29/1956,-66.200,27.467,1,0,991,c,ENE,3,3,A,0,18,,0,,,,,,,,
Thorshøvdi,3/1/1956,-66.150,27.417,1,0,956,el,ESE,9,6,A,0,0,,0,,,,,,,,
Thorshøvdi,3/2/1956,-68.550,25.533,1,0,958,elg,E,7,6,A,0,0,,0,,,,,,,,
Thorshøvdi,3/3/1956,-69.417,24.317,-2,-1,970,el,E,7,5,C,0,0,,0,,,,,,,,
Thorshøvdi,3/4/1956,-68.383,12.833,-1,-1,975,elg,ESE,5,5,H (s),1,0,,0,,,,,,,,
Thorshøvdi,12/8/1956,-63.800,-66.133,0.5,0.5,996,c,NE,2,4,A,,,,6,,,,,,,,
Thorshøvdi,12/9/1956,-64.367,-69.433,0,-1,994,d,NE,3,3,A,,,,0,,,,,,,,
Thorshøvdi,12/10/1956,-65.833,-76.833,-1,-1.5,986,elg,W,1,3,A,,,,0,,,,,,,,
Thorshøvdi,12/11/1956,-65.183,-85.250,-1,-2,998,c,SE,4,4,D,,,,0,,,,,,,,
Thorshøvdi,12/12/1956,-64.733,-81.083,-1,-2,994,e,SW,5,4,K,,,,0,,,,,,,,
Thorshøvdi,12/13/1956,-65.133,-70.083,-2,-1,984,e,SW,3,3,A,,,,1,,,,,,,,
Thorshøvdi,12/14/1956,-64.100,-67.933,-1.5,-1,984,e,SW,3,3,A,,,,16,,,,,,,,
Thorshøvdi,12/15/1956,-66.133,-72.517,0,-1.5,982,e,NE,1,3,K,,,,2,,,,,,,,
Thorshøvdi,12/16/1956,-67.950,-79.067,-1,-1,976,ei,SW,2,2,K,,,,19,,,,,,,,
Thorshøvdi,12/17/1956,-67.883,-78.550,-1.5,-1,980,e,SW,1,2,H (s),,,,7,,,,,,,,
Thorshøvdi,12/18/1956,-65.617,-72.117,-0.5,-1,988,eh,NNE,2,2,K,,,,10,,,,,,,,
Thorshøvdi,12/19/1956,-64.733,-72.550,-1.5,-1,996,e,ENE,1,2,A,,,,5,,,,,,,,
Thorshøvdi,12/20/1956,-68.083,-79.633,0,-1.5,990,e,NE,6,4,A,,,,0,,,,,,,,
Thorshøvdi,12/21/1956,-67.433,-82.300,-0.5,-2,986,i,ESE,2,4,C,,,,0,,,,,,,,
Thorshøvdi,12/22/1956,-66.467,-82.117,-0.5,-2,981,i,ESE,1,3,B,,,,0,,,,,,,,
Thorshøvdi,12/23/1956,-66.883,-92.317,-1,-1.5,976,elg,ESE,3,3,B,,,,0,,,,,,,,
Thorshøvdi,12/24/1956,-65.533,-88.200,-0.5,0,975,elg,SSE,5,4,K,,,,0,,,,,,,,
Thorshøvdi,12/25/1956,-66.017,-85.350,0,0,993,e,SW,2,3,K,,,,0,,,,,,,,
Thorshøvdi,12/26/1956,-67.850,-77.933,0,-1,1000,i,NE,2,3,K,,,,0,,,,,,,,
Thorshøvdi,12/27/1956,-66.850,-73.250,-0.5,-1,987,el,NE,7,5,K,,,,0,,,,,,,,
Thorshøvdi,12/28/1956,-64.783,-68.750,0,-1,996,i,Silent,0,3,A,,,,0,,,,,,,,
Thorshøvdi,12/29/1956,-64.033,-72.250,2,0,1005,i,NW,1,3,A,,,,0,,,,,,,,
Thorshøvdi,12/30/1956,-64.283,-77.767,2,1,995,d,ESE,4,4,A,,,,0,,,,,,,,
Thorshøvdi,12/31/1956,-66.150,-82.250,1,-1,995,d,SE,6,4,K,,,,0,,,,,,,,
Thorshøvdi,1/1/1957,-66.850,-82.300,-1,-1,999,elg,S,2,3,K,,,,0,,,,,,,,
Thorshøvdi,1/2/1957,-64.683,-83.683,0,-0.5,993,dlg,S,2,3,K,,,,15,,,,,,,,
Thorshøvdi,1/3/1957,-66.150,-81.033,0.5,0,991,e,SW,2,3,K,,,,14,,,,,,,,
Thorshøvdi,1/4/1957,-65.150,-83.117,0.5,0,982,elg,NNW,2,2,K,,,,2,,,,,,,,
Thorshøvdi,1/5/1957,-64.133,-87.333,0.5,1,978,elg,SSW,2,3,K,,,,11,,,,,,,,
Thorshøvdi,1/6/1957,-64.633,-88.600,-0.5,1,987,elg,SSW,5,4,A,,0,,1,0,,,,,,,
Thorshøvdi,1/7/1957,-64.783,-89.267,0.5,1,988,e,Silent,0,3,K,,71,,0,0,,,,,,,
Thorshøvdi,1/8/1957,-65.333,-88.950,0.5,1,978,el,WNW,3,3,K,,21,,0,0,,,,,,,
Thorshøvdi,1/9/1957,-65.833,-90.217,1,0,986,dlg,ESE,1,3,K,,26,,0,0,,,,,,,
Thorshøvdi,1/10/1957,-64.417,-87.633,1.5,1,1002,elg,ESE,3,3,A,,45,,0,1,,,,,,,
Thorshøvdi,1/11/1957,-64.050,-84.450,3,1,1012,e,N,2,3,K,,21,,0,0,,,,,,,
Thorshøvdi,1/12/1957,-64.733,-81.000,2,0.5,993,ei,N,5,4,K,,6,,0,0,,,,,,,
Thorshøvdi,1/13/1957,-65.867,-84.033,1,1,971,dlg,W,3,4,K,,18,,0,0,,,,,,,
Thorshøvdi,1/14/1957,-65.000,-89.300,2,2,966,ik,E,2,4,K,,2,,0,0,,,,,,,
Thorshøvdi,1/15/1957,-67.083,-86.517,0,0,963,elg,SSE,5,4,K,,13,,0,0,,,,,,,
Thorshøvdi,1/16/1957,-67.933,-83.250,2,0,990,id,Silent,0,3,J,,23,,0,0,,,,,,,
Thorshøvdi,1/17/1957,-69.067,-80.167,1,-0.5,989,d,WSW,2,2,K,,38,,0,0,,,,,,,
Thorshøvdi,1/18/1957,-68.650,-77.200,-2,0,985,d,S,1,2,K,,32,,5,0,,,,,,,
Thorshøvdi,1/19/1957,-68.350,-76.800,-1,0,982,elg,SE,2,2,K,,14,,0,0,,,,,,,
Thorshøvdi,1/20/1957,-66.900,-79.783,1,0,982,elg,Silent,0,1,K,,23,,0,0,,,,,,,
Thorshøvdi,1/21/1957,-65.500,-82.483,2,2,982,e,ESE,4,4,K,,6,,0,0,,,,,,,
Thorshøvdi,1/22/1957,-65.200,-90.417,-1,1,991,e,S,3,3,K,,25,,18,0,,,,,,,
Thorshøvdi,1/23/1957,-65.250,-93.183,-0.5,1,991,e,SW,4,4,K,,4,,0,0,,,,,,,
Thorshøvdi,1/24/1957,-66.500,-102.283,0,-0.5,993,elg,W,3,3,K,,8,,2,0,,,,,,,
Thorshøvdi,1/25/1957,-65.517,-100.383,1,-0.5,978,eih,WNW,5,4,K,,1,,0,0,,,,,,,
Thorshøvdi,1/26/1957,-66.467,-92.650,1,0,964,elg,WNW,5,4,I,,18,,0,1,,,,,,,
Thorshøvdi,1/27/1957,-65.833,-89.417,1,0,968,elg,W,1,3,K,,5,,1,2,,,,,,,
Thorshøvdi,1/28/1957,-65.867,-89.867,0,0,974,elg,WSW,3,3,K,,10,,0,2,,,,,,,
Thorshøvdi,1/29/1957,-66.567,-92.883,0,0,967,eh,W,5,4,K,,8,,0,0,,,,,,,
Thorshøvdi,1/30/1957,-66.250,-95.850,1,0,982,ei,WNW,4,4,J,,5,,0,0,,,,,,,
Thorshøvdi,1/31/1957,-66.600,-95.567,1,0,978,eki,NNW,4,4,K,,3,,0,0,,,,,,,
Thorshøvdi,2/1/1957,-66.717,-96.083,1,0,984,b,W,4,4,K,10,0,91,0,0,,,,,,,
Thorshøvdi,2/2/1957,-66.867,-96.217,1,0,969,e,SW,2,3,K,0,4,52,0,0,,,,,,,
Thorshøvdi,2/3/1957,-66.550,-94.967,-1,0,952,el,NW,6,5,K,0,2,27,0,0,,,,,,,
Thorshøvdi,2/4/1957,-66.367,-95.500,1,0,978,eki,N,2,3,J,0,1,12,0,0,,,,,,,
Thorshøvdi,2/5/1957,-67.500,-103.933,0,0,978,ei,Silent,0,2,K,9,7,,4,0,,,,,,,
Thorshøvdi,2/6/1957,-67.233,-109.967,-0.5,0,982,e,NNW,2,3,J,0,8,,7,0,,,,,,,
Thorshøvdi,2/7/1957,-65.967,-116.150,-1,-1,978,el,SE,4,3,K,1,4,,0,0,,,,,,,
Thorshøvdi,2/8/1957,-66.350,-123.083,-3,-1,988,e,SSW,7,5,K,0,9,,9,0,,,,,,,
Thorshøvdi,2/9/1957,-65.883,-121.717,-1,-1,989,e,SW,3,3,J,0,2,,6,2,,,,,,,
Thorshøvdi,2/10/1957,-65.883,-126.233,0,-1,980,eh,ENE,4,4,K,0,6,,4,0,,,,,,,
Thorshøvdi,2/11/1957,-65.833,-131.183,1,-1,978,ei,ENE,3,3,K,0,4,,0,0,,,,,,,
Thorshøvdi,2/12/1957,-67.383,-139.400,-0.5,-1.5,984,ei,SE,2,3,K,0,6,,6,0,,,,,,,
Thorshøvdi,2/13/1957,-67.217,-145.717,-1,-2,973,el,N,4,4,K,2,24,,1,0,,,,,,,
Thorshøvdi,2/14/1957,-66.800,-145.950,-0.5,-1,970,ei,E,1,3,K,3,28,,0,0,,,,,,,
Thorshøvdi,2/15/1957,-66.683,-146.867,0,-2,978,eli,SE,3,3,K,34,23,,0,0,,,,,,,
Thorshøvdi,2/16/1957,-66.883,-148.683,-1,-2,988,e,SSE,3,3,J,11,2,,0,0,,,,,,,
Thorshøvdi,2/17/1957,-66.567,-148.883,-1,-2,991,e,SSE,3,3,K,4,6,,0,0,,,,,,,
Thorshøvdi,2/18/1957,-67.283,-147.883,-1.5,-2,994,e,SSW,3,3,K,10,39,,3,0,,,,,,,
Thorshøvdi,2/19/1957,-67.367,-147.300,-1,-1,997,e,N,3,3,K,1,10,,0,0,,,,,,,
Thorshøvdi,2/20/1957,-67.800,-144.133,0,-1,986,elg,NNE,5,4,K,0,2,,0,0,,,,,,,
Thorshøvdi,2/21/1957,-66.750,-137.433,-1,-1,990,e,WNW,3,4,K,1,11,,4,0,,,,,,,
Thorshøvdi,2/22/1957,-67.317,-131.750,0,-1,979,elg,ESE,5,4,K,0,3,,1,0,,,,,,,
Thorshøvdi,2/23/1957,-67.483,-121.217,0,-1,981,ei,W,3,4,K,1,3,,0,0,,,,,,,
Thorshøvdi,2/24/1957,-67.733,-113.883,-1,-1,987,elg,W,3,3,K,2,11,,6,1,,,,,,,
Thorshøvdi,2/25/1957,-67.883,-110.467,0,-1,978,ei,NE,3,3,K,0,1,,0,0,,,,,,,
Thorshøvdi,2/26/1957,-68.450,-102.000,0,-1,975,ei,NE,3,2,K,0,1,,0,0,,,,,,,
Thorshøvdi,2/27/1957,-68.633,-95.100,0,-1,948,ei,ENE,3,3,K,0,0,,0,0,,,,,,,
Thorshøvdi,2/28/1957,-68.100,-88.750,-1,-1.5,954,ei,SSW,3,3,K,0,2,,0,1,,,,,,,
Thorshøvdi,3/1/1957,-68.117,-81.267,-3,0,964,d,SW,4,3,K,0,19,,0,0,,,,,,,
Thorshøvdi,3/2/1957,-67.933,-80.883,-6,-1,973,d,W,5,4,K,0,4,,0,2,,,,,,,
Thorshøvdi,3/3/1957,-68.400,-78.267,-9,-0.5,965,d,WSW,3,3,K,0,8,,0,5,,,,,,,
Thorshøvdi,3/4/1957,-68.950,-77.683,-6,-1,950,d,SE,5,3,K,0,7,,0,0,,,,,,,
Thorshøvdi,3/5/1957,-69.600,-78.967,-6,-2,941,el,NW,7,5,K,0,1,,0,0,,,,,,,
Thorshøvdi,3/6/1957,-68.633,-77.833,-4,-2,955,elg,N,4,4,K,0,1,,0,6,,,,,,,
Thorshøvdi,3/7/1957,-66.833,-79.000,-1,-0.5,960,b,N,2,3,K,0,5,,0,20,,,,,,,
Thorshøvdi,3/8/1957,-66.317,-77.100,-2,-1,957,e,S,5,4,K,0,1,,0,6,,,,,,,
Thorshøvdi,3/9/1957,-65.217,-70.050,1,0,978,d,NNW,4,5,K,0,2,,0,1,,,,,,,
Thorshøvdi,3/10/1957,-63.733,-64.400,4,1,968,eh,N,6,6,A,0,0,,0,4,,,,,,,
Thorshøvdi,3/11/1957,-62.383,-57.267,4,0.5,992,bh,N,4,3,A,0,0,,0,5,,,,,,,
Thorshøvdi,3/12/1957,-63.167,-50.617,0,-1,981,ei,NE,3,3,A,0,46,,0,1,,,,,,,
Thorshøvdi,3/13/1957,-62.867,-50.700,0,0,972,e,S,3,3,K,0,33,,0,0,,,,,,,
Thorshøvdi,3/14/1957,-62.117,-51.067,0,0.5,981,elg,SW,5,5,K,0,19,,8,1,,,,,,,
Thorshøvdi,3/15/1957,-62.517,-52.800,-1,0,964,b,W,6,5,K,0,0,,0,0,,,,,,,
Thorshøvdi,3/16/1957,-61.817,-54.550,1,0,984,eh,WSW,7,6,A,0,0,,0,0,,,,,,,
Thorshøvdi,11/28/1957,-56.767,-16.800,-2,-1.5,971,elg,SE,4,3,C.K,,,,0,,,,,,,,
Thorshøvdi,11/29/1957,-57.217,-13.833,-2,-1.5,970,elg,SE,5,4,C.K,,,,8,,,,,,,,
Thorshøvdi,11/30/1957,-56.950,-15.667,-2,-1.5,982,d,SSE,4,4,C.K,,,,0,,,,,,,,
Thorshøvdi,12/1/1957,-57.133,-20.883,-2,-1,993,e,SW,4,3,K,,,,0,,,,,,,,
Thorshøvdi,12/2/1957,-56.133,-18.950,0,-1,987,e,ENE,4,3,K,,,,19,,,,,,,,
Thorshøvdi,12/3/1957,-56.700,-15.900,-1,-1,990,d,SE,4,5,K,,,,31,,,,,,,,
Thorshøvdi,12/4/1957,-56.167,-13.833,2,-0.5,1001,c,SW,2,3,K,,,,27,,,,,,,,
Thorshøvdi,12/5/1957,-55.733,-10.050,1,-1,1001,a,Silent,0,2,K,,,,5,,,,,,,,
Thorshøvdi,12/6/1957,-54.833,-4.283,0,-1,996,d,SE,2,2,B,,,,0,,,,,,,,
Thorshøvdi,12/7/1957,-54.283,2.333,0,-1,1001,d,S,1,2,A,,,,0,,,,,,,,
Thorshøvdi,12/8/1957,-54.550,10.833,1,-1,1007,d,W,3,2,K,,,,19,,,,,,,,
Thorshøvdi,12/9/1957,-55.100,14.683,0,-1,1006,elg,NW,4,3,K,,,,2,,,,,,,,
Thorshøvdi,12/10/1957,-55.483,22.183,1,-1,1010,d,NW,5,4,K,,,,0,,,,,,,,
Thorshøvdi,12/11/1957,-55.850,27.550,-0.5,-0.5,1006,ei,N,1,3,K,,,,10,,,,,,,,
Thorshøvdi,12/12/1957,-57.533,32.417,2,0,1005,d,NNW,3,3,B.K,,,,2,,,,,,,,
Thorshøvdi,12/13/1957,-61.117,37.600,2,-0.5,991,ei,Silent,0,2,A,,,,4,,,,,,,,
Thorshøvdi,12/14/1957,-62.000,42.500,0,-1,983,ei,NW,3,3,K,,,,5,,,,,,,,
Thorshøvdi,12/15/1957,-63.083,41.967,0,-1.5,986,eh,N,5,4,A,,,,17,,,,,,,,
Thorshøvdi,12/16/1957,-61.667,43.283,0,-1.5,998,d,ENE,4,4,K,,,,22,,,,,,,,
Thorshøvdi,12/17/1957,-60.533,45.517,0,-1,1000,eh,ENE,4,5,K,,,,3,,,,,,,,
Thorshøvdi,12/18/1957,-62.117,44.683,1,-1,992,e,NE,2,3,K,,,,30,,,,,,,,
Thorshøvdi,12/19/1957,-62.733,45.983,0,-1,986,elg,NE,5,5,K,,,,0,,,,,,,,
Thorshøvdi,12/20/1957,-64.033,42.133,0,-2,994,e,E,5,5,K,,,,24,,,,,,,,
Thorshøvdi,12/21/1957,-64.233,39.050,-1,-2,997,d,E,3,4,K,,,,49,,,,,,,,
Thorshøvdi,12/22/1957,-63.333,39.633,1,-2,996,c,SE,2,3,K,,,,8,,,,,,,,
Thorshøvdi,12/23/1957,-61.983,41.450,3,-1,992,e,S,2,2,K,,,,1,,,,,,,,
Thorshøvdi,12/24/1957,-64.067,42.150,1,-1,990,eh,E,3,2,A,,,,0,,,,,,,,
