Ship,date,Latitude,Longitude,Temp (air),Temp (sea),mBar,Weather,Wind,Strength (Wind),Sea (Waves),Ice,Blue Whales,Finn Whales,Humpback Whale,Sperm Whales,Sei Whale,,,,,,,
Thorshammer,12/15/1938,-62.133,123.383,1.1,,990.89,gl,WSW,2,3,A,1,4,0,0,,,,,,,,
Thorshammer,12/16/1938,-62.783,119.033,0.2,,987.50,gl,SE,5,3,K,1,5,0,0,,,,,,,,
Thorshammer,12/17/1938,-63.717,118.700,0,,980.73,gl,SSE,8,4,A,0,1,0,0,,,,,,,,
Thorshammer,12/18/1938,-64.417,118.450,-0.2,,975.31,l,SSE,7,4,H (S),0,0,0,0,,,,,,,,
Thorshammer,12/19/1938,-64.667,117.950,-0.2,,978.02,eh,ESE,6,5,H (S),0,0,0,0,,,,,,,,
Thorshammer,12/20/1938,-64.083,117.700,0,,989.87,eh,NE,5,5,H (S),0,1,0,0,,,,,,,,
Thorshammer,12/21/1938,-63.733,117.483,0.2,,999.02,i,E,2,3,A,0,5,0,0,,,,,,,,
Thorshammer,12/22/1938,-63.667,117.333,1.8,,997.66,i,E,1,2,A,0,5,0,0,,,,,,,,
Thorshammer,12/23/1938,-63.467,117.533,0.6,,996.65,he,E,1,1,A,7,14,0,0,,,,,,,,
Thorshammer,12/24/1938,-63.350,113.817,-1.4,,1000.03,d,SE,2,2,K,4,3,0,0,,,,,,,,
Thorshammer,12/25/1938,-64.400,113.450,-1,,1001.73,bi,SE,1,1,J,3,1,0,0,,,,,,,,
Thorshammer,12/26/1938,-64.600,109.300,-1.1,,999.02,di,SW,1,1,J,0,8,0,16,,,,,,,,
Thorshammer,12/27/1938,-64.350,106.367,-1,,985.47,bi,WSW,1,1,J,6,11,0,3,,,,,,,,
Thorshammer,12/28/1938,-64.117,104.667,-0.8,,984.12,b,SW,3,2,J,7,5,0,0,,,,,,,,
Thorshammer,12/29/1938,-63.250,102.983,5.7,,986.83,d,Changing,3,3,I,4,9,0,0,,,,,,,,
Thorshammer,12/30/1938,-63.533,102.383,-0.6,,978.02,gl,E,5,3,J,6,0,0,0,,,,,,,,
Thorshammer,12/31/1938,-63.567,98.300,-0.1,,973.96,e,SE,6,4,I,0,1,0,1,,,,,,,,
Thorshammer,1/1/1939,-61.850,91.367,1.9,,975.31,e,ESE,4,3,I,4,1,0,0,,,,,,,,
Thorshammer,1/2/1939,-61.583,87.417,2,,979.38,gl,ESE,3,3,I,5,3,0,2,,,,,,,,
Thorshammer,1/3/1939,-61.533,84.783,1.2,,976.67,e,ESE,3,3,I,7,7,0,0,,,,,,,,
Thorshammer,1/4/1939,-61.867,84.100,-0.8,,986.49,e,SSE,2,2,I,14,2,0,3,,,,,,,,
Thorshammer,1/5/1939,-62.050,82.533,1,,988.18,e,Stille,0,1,I,21,1,0,0,,,,,,,,
Thorshammer,1/6/1939,-62.033,82.183,3.4,,984.79,gl,E,2,2,J,19,0,0,0,,,,,,,,
Thorshammer,1/7/1939,-62.500,81.467,1.8,,989.20,e,E,2,2,J,16,0,0,0,,,,,,,,
Thorshammer,1/8/1939,-62.467,81.433,1.7,,997.66,d,WSW,1,2,J,15,0,0,0,,,,,,,,
Thorshammer,1/9/1939,-62.100,80.583,2.6,,1002.40,e,Changing,2,2,J,8,7,0,0,,,,,,,,
Thorshammer,1/10/1939,-62.033,80.033,3.2,,1000.03,e,NE,2,2,K,15,9,0,0,,,,,,,,
Thorshammer,1/11/1939,-62.033,79.767,3.5,,997.32,e,E,2,2,J,9,1,0,0,,,,,,,,
Thorshammer,1/12/1939,-61.967,80.017,2.4,,993.26,e,NNE,4,3,J,12,6,0,0,,,,,,,,
Thorshammer,1/13/1939,-61.783,79.650,2.6,,983.10,e,NNE,4,3,K,5,4,0,0,,,,,,,,
Thorshammer,1/14/1939,-61.833,77.533,2.8,,983.10,e,NW,3,3,K,9,2,0,0,,,,,,,,
Thorshammer,1/15/1939,-61.517,76.617,4.7,,989.20,e,NE,1,3,K,1,15,0,2,,,,,,,,
Thorshammer,1/16/1939,-61.850,74.317,3.4,,988.86,e,ENE,5,3.5,K,3,5,0,3,,,,,,,,
Thorshammer,1/17/1939,-62.267,74.000,1.7,,977.68,gl,E,6.5,5,A,1,0,0,0,,,,,,,,
Thorshammer,1/18/1939,-62.450,72.317,2.8,,972.60,e,NE,2.5,4,A,1,5,0,3,,,,,,,,
Thorshammer,1/19/1939,-62.867,72.167,1.4,,979.71,e,NE,5,4,A,2,12,0,2,,,,,,,,
Thorshammer,1/20/1939,-63.617,71.367,1.2,,984.12,e,Changing,3.5,4,A,3,13,0,3,,,,,,,,
Thorshammer,1/21/1939,-63.567,71.167,2.4,,985.47,ei,Silent,0,3,A,0,27,0,0,,,,,,,,
Thorshammer,1/22/1939,-63.567,71.683,1.9,,984.79,ej,E,4,3,A,1,21,0,0,,,,,,,,
Thorshammer,1/23/1939,-63.750,71.233,1.2,,976.67,e,S,3,3,K,0,27,0,1,,,,,,,,
Thorshammer,1/24/1939,-63.533,71.333,0.4,,977.01,he,SSW,3,3,A,0,23,0,0,,,,,,,,
Thorshammer,1/25/1939,-63.367,71.167,2.2,,987.17,e,SSE,4,3,K,0,37,0,0,,,,,,,,
Thorshammer,1/26/1939,-63.217,70.650,5.4,,998.34,ed,Changing,3,2.5,K,0,23,0,0,,,,,,,,
Thorshammer,1/27/1939,-63.100,70.517,1.8,,988.18,kl,NW,4,3,K,0,16,0,1,,,,,,,,
Thorshammer,1/28/1939,-62.767,71.467,1.4,,987.50,e,NNW,4,4,K,0,11,0,5,,,,,,,,
Thorshammer,1/29/1939,-62.500,72.367,2.6,,987.50,egl,E,4,4,K,0,21,0,0,,,,,,,,
Thorshammer,1/30/1939,-62.183,73.533,3.1,,979.04,e,Changing,3,3,A,0,24,0,0,,,,,,,,
Thorshammer,1/31/1939,-62.233,71.350,2.2,,990.21,d,ESE,1,3,K,0,19,0,0,,,,,,,,
Thorshammer,2/1/1939,-62.767,72.433,1.8,,978.36,dgl,Changing,1,3,K,1,11,0,0,,,,,,,,
Thorshammer,2/2/1939,-62.150,66.533,0.6,,988.86,d,SE,2,3,A,2,15,0,0,,,,,,,,
Thorshammer,2/3/1939,-61.750,65.717,2.3,,999.70,d,W,2,2,K,0,22,0,0,,,,,,,,
Thorshammer,2/4/1939,-61.350,66.783,1.2,,997.32,dgl,ENE,4.5,3.5,A,0,7,0,0,,,,,,,,
Thorshammer,2/5/1939,-61.867,68.517,0.5,,979.71,egl,E,6,4,A,0,0,0,0,,,,,,,,
Thorshammer,2/6/1939,-62.050,68.283,1.2,,975.31,el,E,6,4.5,A,0,0,0,0,,,,,,,,
Thorshammer,2/7/1939,-62.050,68.883,2.2,,986.15,d,Changing,4,3.5,K,0,12,0,0,,,,,,,,
Thorshammer,2/8/1939,-62.000,68.583,2.5,,993.60,d,SE,3,3,K,0,10,0,0,,,,,,,,
Thorshammer,2/9/1939,-61.750,68.583,0.2,,996.65,d,WSW,2,2,K,0,14,0,7,,,,,,,,
Thorshammer,2/10/1939,-62.383,69.000,0.8,,990.89,d,SW,4,3,K,0,9,0,4,,,,,,,,
Thorshammer,2/11/1939,-63.783,69.400,0.2,,987.84,e,NE,3.5,3,K,0,24,0,2,,,,,,,,
Thorshammer,2/12/1939,-63.967,68.833,0.6,,981.41,e,SE,4,4,K,1,16,0,0,,,,,,,,
Thorshammer,2/13/1939,-63.567,68.600,-1,,982.09,e,Changing,4,3,K,0,7,0,1,,,,,,,,
Thorshammer,2/14/1939,-63.433,61.183,-0.1,,985.13,d,Changing,3,2,A,3,5,0,7,,,,,,,,
Thorshammer,2/15/1939,-63.400,56.300,-1.1,,977.68,egl,S,4,3,A,0,3,0,1,,,,,,,,
Thorshammer,2/16/1939,-62.967,50.483,-2.2,,977.68,d,Changing,2.5,3.5,A,2,12,0,4,,,,,,,,
Thorshammer,2/17/1939,-63.067,49.750,0.2,,975.99,d,E,3,3.5,A,1,11,0,4,,,,,,,,
Thorshammer,2/18/1939,-65.000,48.533,-1.4,,989.54,e,NE,2,3,A,0,25,0,2,,,,,,,,
Thorshammer,2/19/1939,-65.450,48.900,-0.6,,990.89,e,Changing,1.5,2,A,0,33,0,0,,,,,,,,
Thorshammer,2/20/1939,-65.350,49.017,-0.1,,987.50,egl,E,3,2.5,A,0,32,0,0,,,,,,,,
Thorshammer,2/21/1939,-65.517,48.533,-2.1,,985.47,e,Changing,3.5,3,K,0,25,0,0,,,,,,,,
Thorshammer,2/22/1939,-65.633,48.183,-1.4,,982.09,d,ESE,1,1,K,1,21,0,0,,,,,,,,
Thorshammer,2/23/1939,-65.767,48.333,-1.6,,985.13,d,E,2,3,K,3,27,0,0,,,,,,,,
Thorshammer,2/24/1939,-65.500,48.400,-0.6,,991.57,el,NE,3.5,3.5,K,1,24,0,0,,,,,,,,
Thorshammer,2/25/1939,-65.500,48.350,-2.4,,984.12,el,ENE,2.5,4,K,0,13,0,0,,,,,,,,
Thorshammer,2/26/1939,-65.783,47.400,-0.6,,985.47,e,SW,3.5,3.5,K,1,14,0,0,,,,,,,,
Thorshammer,2/27/1939,-65.667,46.717,-3.5,,977.01,egl,Changing,3,2.5,K,0,26,0,0,,,,,,,,
Thorshammer,2/28/1939,-65.783,46.433,-2,,980.73,el,ENE,6,5,K,0,8,0,0,,,,,,,,
Thorshammer,3/1/1939,-65.933,47.017,-4.2,,980.05,el,ENE,6,4,K,0,0,0,0,,,,,,,,
Thorshammer,3/2/1939,-66.200,45.600,0.3,,983.44,dgl,Changing,3,3,K,1,16,0,0,,,,,,,,
Thorshammer,3/3/1939,-66.217,45.467,-0.2,,987.50,dgl,NNE,2,2,K,0,17,0,0,,,,,,,,
Thorshammer,3/4/1939,-65.900,45.033,0.2,,988.18,d,NE,3,3,K,2,11,0,0,,,,,,,,
Thorshammer,3/5/1939,-65.150,47.833,-0.6,,985.81,el,E,3,3,K,0,8,0,0,,,,,,,,
Thorshammer,3/6/1939,-65.983,48.950,-2.9,,998.34,el,Changing,4,3.5,K,1,12,0,0,,,,,,,,
Thorshammer,3/7/1939,-65.667,48.950,-5.2,,977.01,el,NE,10,7,A,0,7,0,0,,,,,,,,
Thorshammer,11/23/1945,-55.217,-19.250,-0.1,,997.66,d,NW,2.5,1,D.J,0,0,0,2,,,,,,,,
Thorshammer,11/24/1945,-55.367,-19.000,0,,983.44,lh,N,6,1,D.J,1,0,0,0,,,,,,,,
Thorshammer,11/25/1945,-55.283,-18.767,-2,,971.93,dgh,WNW,6.5,2,D.J,2,0,0,0,,,,,,,,
Thorshammer,11/26/1945,-55.617,-17.583,-1,,969.56,dgh,NW,3.5,1,D.J,0,0,0,1,,,,,,,,
Thorshammer,11/27/1945,-56.233,-15.917,-1,,971.93,c,WSW,3.5,1,H (o) J,2,0,0,7,,,,,,,,
Thorshammer,11/28/1945,-55.133,-14.967,-0.5,,978.70,d,SW,4.5,1,H (s) J,2,1,0,0,,,,,,,,
Thorshammer,11/29/1945,-55.383,-11.833,-0.4,,983.44,d,WNW,5.5,1,H (s) K,3,2,0,0,,,,,,,,
Thorshammer,11/30/1945,-55.400,-9.183,-1,,987.50,d,WNW,5,1,H (s) I,5,0,0,0,,,,,,,,
Thorshammer,12/1/1945,-55.333,-5.767,2,,994.28,d,Varierende,3,1,H (s) K,7,0,0,0,,,,,,,,
Thorshammer,12/2/1945,-55.133,-5.133,-2.8,,990.21,d,SW,4,1,H (s) J,1,0,0,0,,,,,,,,
Thorshammer,12/3/1945,-54.683,-3.483,-1,,991.57,d,SW,4.5,2,H (s) K,5,0,0,0,,,,,,,,
Thorshammer,12/4/1945,-55.350,-1.900,6,,997.66,e,WN,5,1,H (s) K,8,0,0,0,,,,,,,,
Thorshammer,12/5/1945,-55.550,-1.967,-1.6,,965.15,ehl,Varierende,6.5,3,H (s) J,5,0,0,0,,,,,,,,
Thorshammer,12/6/1945,-55.483,-1.850,0,,993.60,ehl,WSW,6.5,4,H (s) J,10,0,0,0,,,,,,,,
Thorshammer,12/7/1945,-55.617,-2.000,0,,964.48,ehl,Varierende,6.5,3,H (s) J,5,0,0,0,,,,,,,,
Thorshammer,12/8/1945,-55.433,-1.500,-1,,989.54,egld,SW,7,4,H (s) J,6,0,0,0,,,,,,,,
Thorshammer,12/9/1945,-55.650,-0.467,2.2,,994.28,c,W,5,2,H (s) J,2,0,0,0,,,,,,,,
Thorshammer,12/10/1945,-55.483,-0.433,4,,996.31,c,W,2,1,H (s) J,12,0,0,0,,,,,,,,
Thorshammer,12/11/1945,-55.317,-1.483,-0.2,,984.79,d,SSE,5,1,D.K,10,0,0,0,,,,,,,,
Thorshammer,12/12/1945,-55.267,-1.483,1,,988.86,d,SW,3,1,D.K,7,0,0,0,,,,,,,,
Thorshammer,12/13/1945,-55.283,-1.583,8,,991.57,d,SSW,3,1,D.K,6,5,0,0,,,,,,,,
Thorshammer,12/14/1945,-55.117,-0.850,0,,995.63,d,SW,5,1,D.J,7,1,0,0,,,,,,,,
Thorshammer,12/15/1945,-55.483,0.833,-1.5,,986.15,d,SW,4,1,D.J,15,0,0,0,,,,,,,,
Thorshammer,12/16/1945,-55.233,0.683,1,,985.47,cd,SSE,3,1,B.K,9,0,0,0,,,,,,,,
Thorshammer,12/17/1945,-55.233,1.467,-0.4,,988.86,dehl,SW,3,1,B.J,10,0,0,0,,,,,,,,
Thorshammer,12/18/1945,-55.950,2.333,1,,991.57,dehl,SW,3,1,B.J,16,0,0,0,,,,,,,,
Thorshammer,12/19/1945,-56.150,2.700,0.2,,998.00,ed,SSW,3,1,B.J,22,0,0,0,,,,,,,,
Thorshammer,12/20/1945,-56.100,2.867,1,,1009.18,dbe,SSW,3,1,B.J,7,0,0,0,,,,,,,,
Thorshammer,12/21/1945,-56.233,3.383,0.5,,1013.24,edhi,NW,5,1,B.J,12,0,0,0,,,,,,,,
Thorshammer,12/22/1945,-56.683,3.283,1,,1003.08,ehli,NNE,10,6,J,2,0,0,0,,,,,,,,
Thorshammer,12/23/1945,-56.083,3.600,0,,984.12,ehl,NE,5,5,J,0,0,0,0,,,,,,,,
Thorshammer,12/24/1945,-57.667,5.133,1,,980.05,ehi,NE,5,3,K,1,0,0,0,,,,,,,,
Thorshammer,12/25/1945,-58.133,4.017,-0.4,,998.34,e,E,4,2,K,2,0,0,8,,,,,,,,
Thorshammer,12/26/1945,-58.417,3.833,-2,,1006.47,e,N,3,1,K,2,0,0,1,,,,,,,,
Thorshammer,12/27/1945,-58.550,3.250,-0.8,,981.41,ih,NNW,3,1,,2,0,0,0,,,,,,,,
Thorshammer,12/28/1945,-58.383,1.400,0,,984.79,e,WN,6,3,K,0,0,0,0,,,,,,,,
Thorshammer,12/29/1945,-58.567,7.783,0.8,,987.17,hil,N,4,2,K,1,4,0,0,,,,,,,,
Thorshammer,12/30/1945,-58.317,10.300,-1,,975.31,d,SE,7,2,K,6,2,0,0,,,,,,,,
Thorshammer,12/31/1945,-58.617,10.783,0.5,,978.70,egl,SE,4,2,K,5,1,0,1,,,,,,,,
Thorshammer,1/1/1946,-58.950,12.467,0,,982.09,e,NE,4,2,K,10,8,0,0,,,,,,,,
Thorshammer,1/2/1946,-58.967,12.967,-1.2,,983.44,dgl,NNW,4,1,K,7,0,0,0,,,,,,,,
Thorshammer,1/3/1946,-58.667,13.817,-1,,987.50,b,W,5,2,J,3,1,0,0,,,,,,,,
Thorshammer,1/4/1946,-59.017,14.600,2,,994.95,d,Stille,0,1,K,5,4,0,0,,,,,,,,
Thorshammer,1/5/1946,-59.233,15.267,0,,988.18,cd,NNE,4.5,1,K,4,1,0,0,,,,,,,,
Thorshammer,1/6/1946,-59.433,15.150,0,,982.76,elh,NE,5,1,K,0,1,0,3,,,,,,,,
Thorshammer,1/7/1946,-60.017,21.350,0,,980.73,eih,ESE,4.5,2,A,1,0,0,0,,,,,,,,
Thorshammer,1/8/1946,-60.867,25.150,1,,988.86,d,ESE,3.5,2,G,14,2,0,0,,,,,,,,
Thorshammer,1/9/1946,-60.800,25.383,1,,985.47,d,ESE,4.5,1,G,12,3,0,0,,,,,,,,
Thorshammer,1/10/1946,-60.817,26.550,0.7,,977.34,e,SSE,4.5,2,G,11,2,0,0,,,,,,,,
Thorshammer,1/11/1946,-60.833,27.250,1,,978.70,e,SSE,4,1,K,17,0,0,0,,,,,,,,
Thorshammer,1/12/1946,-60.800,27.500,1,,986.15,ehd,S,4,1,K,8,1,0,0,,,,,,,,
Thorshammer,1/13/1946,-61.033,28.050,1,,992.92,d,ENE,5,2,K,14,2,0,0,,,,,,,,
Thorshammer,1/14/1946,-61.667,27.917,0.7,,978.02,dgl,E,7,3,G,8,3,0,0,,,,,,,,
Thorshammer,1/15/1946,-62.267,27.583,1,,978.02,d,SE,6,3,G,7,1,0,0,,,,,,,,
Thorshammer,1/16/1946,-62.367,27.650,-1,,979.38,e,SSW,4.5,3,G,5,8,0,0,,,,,,,,
Thorshammer,1/17/1946,-62.300,27.900,0,,978.70,e,SSW,3,2,G,17,9,0,0,,,,,,,,
Thorshammer,1/18/1946,-62.183,28.117,1,,980.39,degl,S,4,1,G,9,1,0,0,,,,,,,,
Thorshammer,1/19/1946,-61.983,28.167,1,,980.05,ebcd,SSW,3,2,K,21,0,0,0,,,,,,,,
Thorshammer,1/20/1946,-61.850,28.233,1,,982.76,d,SW,2,2,K,12,1,0,0,,,,,,,,
Thorshammer,1/21/1946,-61.650,28.250,2,,988.86,bce,SW,3,1,K,16,0,0,0,,,,,,,,
Thorshammer,1/22/1946,-61.583,28.767,3,,986.83,c,NE,3,1,K,8,4,0,0,,,,,,,,
Thorshammer,1/23/1946,-61.750,29.150,1,,1005.79,hel,ENE,8,3,K,3,4,0,0,,,,,,,,
Thorshammer,1/24/1946,-61.967,28.967,3,,970.57,dcbe,SE,5,3,K,5,6,0,0,,,,,,,,
Thorshammer,1/25/1946,-62.017,29.450,1,,979.38,egld,SSE,3,2,K,7,7,0,0,,,,,,,,
Thorshammer,1/26/1946,-62.000,28.667,1,,987.50,cb,Varierende,1,2,K,18,7,0,0,,,,,,,,
Thorshammer,1/27/1946,-62.033,28.600,3,,989.54,cb,NE,1,1,G,12,1,0,0,,,,,,,,
Thorshammer,1/28/1946,-62.183,28.550,2,,986.15,cdgl,ENE,4,1,K,15,3,0,0,,,,,,,,
Thorshammer,1/29/1946,-62.350,27.800,1,,980.73,ed,ESE,6,3,K,10,0,0,0,,,,,,,,
Thorshammer,1/30/1946,-62.267,26.600,1,,977.34,egl,SE,7,3,G,0,1,0,0,,,,,,,,
Thorshammer,1/31/1946,-62.017,28.067,1,,985.47,egl,S,5,3,G,5,1,0,0,,,,,,,,
Thorshammer,2/1/1946,-62.133,28.883,2,,992.92,egl,Varierende,1,3,G,11,4,0,0,,,,,,,,
Thorshammer,2/2/1946,-62.217,28.600,1,,988.86,egil,Varierende,1,2,G,7,13,0,0,,,,,,,,
Thorshammer,2/3/1946,-62.083,27.800,0,,984.12,delg,NE,4,2,G,6,13,0,0,,,,,,,,
Thorshammer,2/4/1946,-62.000,27.333,2,,969.22,ehl,SE,7,4,G,3,6,0,0,,,,,,,,
Thorshammer,2/5/1946,-62.183,27.350,1,,964.48,egl,ESE,10,5,G,0,0,0,0,,,,,,,,
Thorshammer,2/6/1946,-62.417,27.267,1,,970.57,eh,SSE,6,3,G,1,1,0,0,,,,,,,,
Thorshammer,2/7/1946,-63.117,27.917,1.3,,986.15,e,SSE,5,3,G,9,0,0,0,,,,,,,,
Thorshammer,2/8/1946,-62.933,28.033,1,,988.18,e,SSW,5,3,G,8,6,0,0,,,,,,,,
Thorshammer,2/9/1946,-63.667,27.683,1,,979.38,ed,NNW,5,3,G,11,1,0,0,,,,,,,,
Thorshammer,2/10/1946,-63.900,27.267,2,,982.76,edgl,E,3,2,G,13,3,0,0,,,,,,,,
Thorshammer,2/11/1946,-64.000,27.933,1,,989.54,elh,SE,3,3,G,8,5,0,0,,,,,,,,
Thorshammer,2/12/1946,-64.033,27.717,0,,994.95,edgl,SE,4,2,G,14,10,0,0,,,,,,,,
Thorshammer,2/13/1946,-64.100,26.700,0.5,,981.41,elhi,E,7,3,G,2,3,0,0,,,,,,,,
Thorshammer,2/14/1946,-64.233,28.433,0,,974.64,eh,ESE,5,3,G,6,3,0,0,,,,,,,,
Thorshammer,2/15/1946,-64.350,29.150,0,,988.18,eb,SE,5,3,G,9,7,0,0,,,,,,,,
Thorshammer,2/16/1946,-64.200,28.767,-1,,994.95,db,SSW,3,2,G,15,2,0,0,,,,,,,,
Thorshammer,2/17/1946,-64.133,28.850,3,,993.94,cdb,SSE,5,2,G,16,2,0,0,,,,,,,,
Thorshammer,2/18/1946,-63.867,28.400,0,,983.44,e,SSE,6,3,G,8,1,0,0,,,,,,,,
Thorshammer,2/19/1946,-64.083,28.567,0,,973.28,eghl,S,6,4,G,5,2,0,0,,,,,,,,
Thorshammer,2/20/1946,-64.733,29.367,0,,978.70,eghl,Varierende,2,4,G,10,2,0,0,,,,,,,,
Thorshammer,2/21/1946,-64.950,29.933,0,,987.17,e,Varierende,2,3,G,10,17,0,0,,,,,,,,
Thorshammer,2/22/1946,-64.917,29.950,1,,991.57,e,WNW,3,2,G,15,1,0,0,,,,,,,,
Thorshammer,2/23/1946,-65.133,29.583,1.5,,994.95,c,NNE,4,2,G,6,11,0,0,,,,,,,,
Thorshammer,2/24/1946,-65.300,29.350,1,,995.63,edgl,NE,3.5,2,G,7,17,0,0,,,,,,,,
Thorshammer,2/25/1946,-65.467,29.433,0,,988.18,ehgl,W,4,2,G,7,5,0,0,,,,,,,,
Thorshammer,2/26/1946,-65.550,29.700,0,,991.57,cbd,NE,3,2,G,7,7,0,0,,,,,,,,
Thorshammer,2/27/1946,-65.483,29.417,0,,992.24,edh,NE,5,2,G,8,4,0,0,,,,,,,,
Thorshammer,2/28/1946,-65.050,29.017,0,,979.38,idgl,ESE,6,3,G,8,5,0,0,,,,,,,,
Thorshammer,3/1/1946,-64.333,28.700,0,,978.02,ed,S,9,3,G,3,1,0,0,,,,,,,,
Thorshammer,3/2/1946,-63.833,28.767,-1,,983.44,ed,S,9,4,G,3,0,0,0,,,,,,,,
Thorshammer,3/3/1946,-64.567,29.033,0,,998.34,ab,SW,5,3,G,2,12,0,0,,,,,,,,
Thorshammer,3/4/1946,-64.533,28.000,0,,992.92,b,N,2,3,G,5,3,0,0,,,,,,,,
Thorshammer,3/5/1946,-64.967,29.300,0,,983.10,cd,SW,5,2,G,3,3,0,0,,,,,,,,
Thorshammer,3/6/1946,-64.783,30.533,0,,986.83,bce,WSW,6,2,G,4,15,0,0,,,,,,,,
Thorshammer,3/7/1946,-65.083,31.683,-0.5,,991.23,cdeg,WNW,5,2,G,6,15,0,0,,,,,,,,
Thorshammer,3/8/1946,-65.533,31.700,0,,980.73,eglh,ENE,10,5,G,1,10,0,0,,,,,,,,
Thorshammer,3/9/1946,-67.000,32.017,-2,,965.83,eglh,ESE,10,4,G,5,2,0,0,,,,,,,,
Thorshammer,3/10/1946,-67.850,30.667,-2,,965.83,edgl,ENE,9,3,B.K,3,3,0,0,,,,,,,,
Thorshammer,3/11/1946,-67.783,31.517,-1,,981.07,edc,NNW,5,2,G,2,4,0,0,,,,,,,,
Thorshammer,3/12/1946,-67.367,32.450,0,,988.86,cb,WSW,1,2,G,0,26,0,0,,,,,,,,
Thorshammer,3/13/1946,-67.433,32.217,-1,,989.54,ebd,Varierende,3,2,G,2,14,0,0,,,,,,,,
Thorshammer,3/14/1946,-67.083,32.100,2,,993.60,egh,ENE,8,4,G,3,1,0,0,,,,,,,,
Thorshammer,3/15/1946,-65.617,33.133,-2,,959.06,elh,E,8,7,G,0,0,0,0,,,,,,,,
Thorshammer,3/16/1946,-65.183,32.717,1,,952.28,edb,WSW,5,4,G,0,0,0,0,,,,,,,,
Thorshammer,3/17/1946,-64.767,30.567,-2,,970.23,ea,W,5,3,G,2,3,0,0,,,,,,,,
Thorshammer,3/18/1946,-64.567,31.567,-1,,994.95,acd,WSW,5,4,G,3,4,0,0,,,,,,,,
Thorshammer,3/19/1946,-66.083,30.300,0,,987.50,eglh,NNE,5,4,G,4,3,0,0,,,,,,,,
Thorshammer,3/20/1946,-66.383,29.833,0,,955.67,edgl,ESE,5,3,G,6,6,0,0,,,,,,,,
Thorshammer,3/21/1946,-66.850,29.217,-2,,990.55,ehl,NNE,4,3,G,3,13,0,2,,,,,,,,
Thorshammer,3/22/1946,-67.517,28.600,-0.5,,965.15,ehl,ESE,10,4,G,1,0,0,0,,,,,,,,
Thorshammer,3/23/1946,-67.950,30.500,-5,,966.51,ehlb,ESE,9,4,G,2,0,0,0,,,,,,,,
Thorshammer,3/24/1946,-68.183,30.633,-4,,986.83,belh,NE,7,4,G,4,0,0,0,,,,,,,,
Thorshammer,11/17/1947,-56.067,34.467,3,,988.86,,,,,C,0,0,,3,0,,,,,,,
Thorshammer,11/18/1947,-56.117,37.717,1,,989.87,,,,,C,0,0,,5,0,,,,,,,
Thorshammer,11/19/1947,-56.500,39.733,-1,,963.80,,,,,B,0,0,,0,0,,,,,,,
Thorshammer,11/20/1947,-57.317,44.700,-1,,963.12,,,,,C,0,0,,3,0,,,,,,,
Thorshammer,11/21/1947,-57.733,48.133,-1,,962.44,,,,,C,0,0,,1,0,,,,,,,
Thorshammer,11/22/1947,-57.017,54.883,-0.5,,961.09,,,,,G,0,0,,1,0,,,,,,,
Thorshammer,11/23/1947,-57.567,59.033,-1,,968.54,,WSW,5,,,0,0,,1,0,,,,,,,
Thorshammer,11/24/1947,-57.750,65.767,0,,1002.40,,NW,3,,,0,0,,0,0,,,,,,,
Thorshammer,11/25/1947,-58.233,72.783,1,,1015.27,,W,2,,,0,0,,7,0,,,,,,,
Thorshammer,11/26/1947,-57.917,73.967,-1,,868.98,,NW,3,,,0,0,,0,0,,,,,,,
Thorshammer,11/27/1947,-57.750,77.850,0,,980.73,,NE,1,,,0,0,,3,0,,,,,,,
Thorshammer,11/28/1947,-57.783,80.117,1,,971.93,,N,1,,,0,0,,4,0,,,,,,,
Thorshammer,11/29/1947,-57.717,82.433,0,,973.28,,NNW,2,,,0,0,,1,0,,,,,,,
Thorshammer,11/30/1947,-58.917,85.383,5,,982.09,,SW,3,,,0,0,,2,0,,,,,,,
Thorshammer,12/1/1947,-59.583,89.267,-1,,999.02,,WSW,5,,,0,0,,5,0,,,,,,,
Thorshammer,12/2/1947,-59.800,93.433,-1,,988.86,,W,3,,,0,0,,9,0,,,,,,,
Thorshammer,12/3/1947,-59.583,94.133,-1,,988.18,,WSW,4,,,0,0,,6,0,,,,,,,
Thorshammer,12/4/1947,-59.283,95.817,-4,,992.24,,W,2,,,0,0,,1,0,,,,,,,
Thorshammer,12/5/1947,-59.233,100.467,-1,,1009.18,,N,4,,,0,0,,2,0,,,,,,,
Thorshammer,12/6/1947,-59.417,105.283,0,,982.09,,NE,5,,,0,0,,3,0,,,,,,,
Thorshammer,12/7/1947,-59.800,104.367,-1,-1,963.12,ihl,E,9,4,I,3,9,,1,0,,,,,,,
Thorshammer,12/8/1947,-60.417,105.967,-1,-1,972.60,ihl,E,3,4,I,6,3,,11,0,,,,,,,
Thorshammer,12/9/1947,-60.833,106.417,-0.5,-1,984.12,e,SE,2,2,I,3,5,,12,0,,,,,,,
Thorshammer,12/10/1947,-60.717,106.567,-1,-1,996.31,e,S,2,2,I,4,3,,15,0,,,,,,,
Thorshammer,12/11/1947,-60.633,106.467,-1,-1,1003.08,e,SW,2,1,I,8,5,,0,0,,,,,,,
Thorshammer,12/12/1947,-60.800,106.100,-1,-1,996.31,a,SW,3,1,I,7,7,,0,0,,,,,,,
Thorshammer,12/13/1947,-60.367,100.917,-1,-1,992.24,a,SW,3,3,I,0,0,,0,0,,,,,,,
